Price,Adj Close,Close,High,Low,Open,Volume
Ticker,RGTI,RGTI,RGTI,RGTI,RGTI,RGTI
Datetime,,,,,,
2024-12-11 14:30:00+00:00,7.539000034332275,7.539000034332275,7.960000038146973,7.03000020980835,7.947500228881836,63592837
2024-12-11 14:35:00+00:00,6.724999904632568,6.724999904632568,7.539999961853027,6.699999809265137,7.534999847412109,13979603
2024-12-11 14:40:00+00:00,7.230000019073486,7.230000019073486,7.400000095367432,6.71999979019165,6.724999904632568,10069475
2024-12-11 14:45:00+00:00,7.639900207519531,7.639900207519531,7.800000190734863,7.210000038146973,7.239999771118164,9245193
2024-12-11 14:50:00+00:00,7.324999809265137,7.324999809265137,7.639999866485596,7.260000228881836,7.639999866485596,6552674
2024-12-11 14:55:00+00:00,6.829999923706055,6.829999923706055,7.360000133514404,6.619999885559082,7.320000171661377,13718368
2024-12-11 15:00:00+00:00,6.348800182342529,6.348800182342529,6.960000038146973,6.179999828338623,6.829999923706055,14478732
2024-12-11 15:05:00+00:00,6.34499979019165,6.34499979019165,6.599999904632568,6.159999847412109,6.340000152587891,9484548
2024-12-11 15:10:00+00:00,6.264999866485596,6.264999866485596,6.380000114440918,6.070000171661377,6.34499979019165,7754704
2024-12-11 15:15:00+00:00,5.940000057220459,5.940000057220459,6.269999980926514,5.940000057220459,6.260000228881836,7422537
2024-12-11 15:20:00+00:00,6.175000190734863,6.175000190734863,6.230000019073486,5.840000152587891,5.940100193023682,9739434
2024-12-11 15:25:00+00:00,6.199999809265137,6.199999809265137,6.420000076293945,6.085000038146973,6.175000190734863,6202890
2024-12-11 15:30:00+00:00,6.218299865722656,6.218299865722656,6.229899883270264,6.019999980926514,6.192399978637695,3025980
2024-12-11 15:35:00+00:00,5.900000095367432,5.900000095367432,6.239999771118164,5.900000095367432,6.212800025939941,3464997
2024-12-11 15:40:00+00:00,6.129000186920166,6.129000186920166,6.130000114440918,5.800000190734863,5.90500020980835,4300548
2024-12-11 15:45:00+00:00,6.03879976272583,6.03879976272583,6.150000095367432,6.0,6.130000114440918,1947971
2024-12-11 15:50:00+00:00,5.999899864196777,5.999899864196777,6.039999961853027,5.900000095367432,6.03000020980835,2350355
2024-12-11 15:55:00+00:00,5.994999885559082,5.994999885559082,6.039999961853027,5.940000057220459,5.994999885559082,1289873
2024-12-11 16:00:00+00:00,6.15500020980835,6.15500020980835,6.179999828338623,5.992700099945068,6.0,2482381
2024-12-11 16:05:00+00:00,6.190000057220459,6.190000057220459,6.21999979019165,6.079999923706055,6.15500020980835,1783434
2024-12-11 16:10:00+00:00,6.210100173950195,6.210100173950195,6.300000190734863,6.18120002746582,6.18120002746582,2604601
2024-12-11 16:15:00+00:00,6.3730998039245605,6.3730998039245605,6.480000019073486,6.210000038146973,6.216800212860107,4069388
2024-12-11 16:20:00+00:00,6.628200054168701,6.628200054168701,6.650000095367432,6.369999885559082,6.380000114440918,3901925
2024-12-11 16:25:00+00:00,6.467199802398682,6.467199802398682,6.639999866485596,6.369999885559082,6.625,4428871
2024-12-11 16:30:00+00:00,6.514999866485596,6.514999866485596,6.565000057220459,6.409999847412109,6.46999979019165,2092293
2024-12-11 16:35:00+00:00,6.401199817657471,6.401199817657471,6.525000095367432,6.389999866485596,6.519100189208984,1634023
2024-12-11 16:40:00+00:00,6.708099842071533,6.708099842071533,6.75,6.400000095367432,6.40500020980835,3568023
2024-12-11 16:45:00+00:00,6.619999885559082,6.619999885559082,6.710000038146973,6.559999942779541,6.708099842071533,2043617
2024-12-11 16:50:00+00:00,6.489999771118164,6.489999771118164,6.630000114440918,6.400000095367432,6.629199981689453,2385553
