Price,Adj Close,Close,High,Low,Open,Volume
Ticker,IONQ,IONQ,IONQ,IONQ,IONQ,IONQ
Datetime,,,,,,
2024-12-11 14:30:00+00:00,30.8700008392334,30.8700008392334,32.9900016784668,30.100000381469727,32.9900016784668,4274807
2024-12-11 14:35:00+00:00,29.600099563598633,29.600099563598633,31.06999969482422,29.489999771118164,30.860000610351562,1995878
2024-12-11 14:40:00+00:00,29.9950008392334,29.9950008392334,30.40999984741211,29.600000381469727,29.635000228881836,1337952
2024-12-11 14:45:00+00:00,29.749900817871094,29.749900817871094,30.15399932861328,29.6200008392334,29.9950008392334,1028404
2024-12-11 14:50:00+00:00,30.045000076293945,30.045000076293945,30.600000381469727,29.700000762939453,29.736799240112305,918206
2024-12-11 14:55:00+00:00,29.559999465942383,29.559999465942383,30.1200008392334,29.559999465942383,30.049999237060547,673794
2024-12-11 15:00:00+00:00,29.049999237060547,29.049999237060547,29.84000015258789,28.8700008392334,29.565000534057617,1480034
2024-12-11 15:05:00+00:00,28.75,28.75,29.18000030517578,28.690000534057617,29.040000915527344,1114831
2024-12-11 15:10:00+00:00,29.369600296020508,29.369600296020508,29.3700008392334,28.68000030517578,28.7450008392334,941848
2024-12-11 15:15:00+00:00,28.70009994506836,28.70009994506836,29.440000534057617,28.600000381469727,29.354999542236328,808799
2024-12-11 15:20:00+00:00,28.34000015258789,28.34000015258789,28.722000122070312,28.040000915527344,28.700000762939453,1399840
2024-12-11 15:25:00+00:00,28.729999542236328,28.729999542236328,28.78070068359375,28.329999923706055,28.329999923706055,759152
2024-12-11 15:30:00+00:00,28.980300903320312,28.980300903320312,29.06999969482422,28.58009910583496,28.741199493408203,767916
2024-12-11 15:35:00+00:00,28.399999618530273,28.399999618530273,28.989500045776367,28.350000381469727,28.989500045776367,498133
2024-12-11 15:40:00+00:00,28.219999313354492,28.219999313354492,28.499900817871094,28.075000762939453,28.405000686645508,574554
2024-12-11 15:45:00+00:00,28.579999923706055,28.579999923706055,28.639999389648438,28.219999313354492,28.229999542236328,415339
2024-12-11 15:50:00+00:00,28.62299919128418,28.62299919128418,28.70709991455078,28.450000762939453,28.56999969482422,453030
2024-12-11 15:55:00+00:00,29.149700164794922,29.149700164794922,29.15999984741211,28.56999969482422,28.639999389648438,455034
2024-12-11 16:00:00+00:00,29.579999923706055,29.579999923706055,29.69499969482422,29.1299991607666,29.149999618530273,646346
2024-12-11 16:05:00+00:00,29.605100631713867,29.605100631713867,29.648000717163086,29.350000381469727,29.579999923706055,436898
2024-12-11 16:10:00+00:00,29.450000762939453,29.450000762939453,29.6200008392334,29.43000030517578,29.600000381469727,271590
2024-12-11 16:15:00+00:00,29.469999313354492,29.469999313354492,29.7893009185791,29.139999389648438,29.450000762939453,428486
2024-12-11 16:20:00+00:00,29.584699630737305,29.584699630737305,29.68000030517578,29.40999984741211,29.469999313354492,206539
2024-12-11 16:25:00+00:00,29.877599716186523,29.877599716186523,29.898300170898438,29.520000457763672,29.600000381469727,290125
2024-12-11 16:30:00+00:00,29.80500030517578,29.80500030517578,29.8799991607666,29.610000610351562,29.8700008392334,246680
2024-12-11 16:35:00+00:00,29.770000457763672,29.770000457763672,29.895000457763672,29.6200008392334,29.80500030517578,201264
2024-12-11 16:40:00+00:00,29.989999771118164,29.989999771118164,30.104999542236328,29.760000228881836,29.770000457763672,296045
2024-12-11 16:45:00+00:00,30.274999618530273,30.274999618530273,30.274999618530273,29.938499450683594,30.0,259191
2024-12-11 16:50:00+00:00,30.475000381469727,30.475000381469727,30.510000228881836,30.145000457763672,30.28510093688965,346175
2024-12-11 16:55:00+00:00,30.200000762939453,30.200000762939453,30.549999237060547,30.075000762939453,30.469999313354492,342026
2024-12-11 17:00:00+00:00,30.280000686645508,30.280000686645508,30.33989906311035,30.09000015258789,30.190000534057617,196214
2024-12-11 17:05:00+00:00,30.478900909423828,30.478900909423828,30.649900436401367,30.280000686645508,30.280000686645508,278988
2024-12-11 17:10:00+00:00,30.360000610351562,30.360000610351562,30.530000686645508,30.258399963378906,30.465999603271484,167741
2024-12-11 17:15:00+00:00,30.389999389648438,30.389999389648438,30.479999542236328,30.200000762939453,30.360000610351562,170512
2024-12-11 17:20:00+00:00,30.489999771118164,30.489999771118164,30.55940055847168,30.280000686645508,30.370100021362305,180380
2024-12-11 17:25:00+00:00,30.559999465942383,30.559999465942383,30.600000381469727,30.25,30.489999771118164,179379
2024-12-11 17:30:00+00:00,30.527599334716797,30.527599334716797,30.700000762939453,30.420000076293945,30.559999465942383,173351
2024-12-11 17:35:00+00:00,30.549999237060547,30.549999237060547,30.600000381469727,30.350000381469727,30.518199920654297,133436
2024-12-11 17:40:00+00:00,30.56170082092285,30.56170082092285,30.69700050354004,30.440000534057617,30.565000534057617,121189
2024-12-11 17:45:00+00:00,30.828899383544922,30.828899383544922,30.849700927734375,30.545000076293945,30.545000076293945,182292
2024-12-11 17:50:00+00:00,30.6564998626709,30.6564998626709,30.860000610351562,30.552900314331055,30.821199417114258,160093
2024-12-11 17:55:00+00:00,30.75,30.75,30.760000228881836,30.559999465942383,30.649999618530273,117441
2024-12-11 18:00:00+00:00,30.924999237060547,30.924999237060547,31.100000381469727,30.758899688720703,30.760000228881836,224000
2024-12-11 18:05:00+00:00,30.989999771118164,30.989999771118164,31.0,30.799999237060547,30.924999237060547,134473
2024-12-11 18:10:00+00:00,31.274999618530273,31.274999618530273,31.299999237060547,30.959999084472656,30.979999542236328,225616
2024-12-11 18:15:00+00:00,31.13990020751953,31.13990020751953,31.329999923706055,30.860000610351562,31.273099899291992,252898
2024-12-11 18:20:00+00:00,31.158199310302734,31.158199310302734,31.34000015258789,31.075000762939453,31.139999389648438,158013
2024-12-11 18:25:00+00:00,31.360000610351562,31.360000610351562,31.40999984741211,31.110000610351562,31.170000076293945,152639
2024-12-11 18:30:00+00:00,31.34000015258789,31.34000015258789,31.450000762939453,31.290199279785156,31.340099334716797,165269
2024-12-11 18:35:00+00:00,31.625,31.625,31.65999984741211,31.334999084472656,31.34000015258789,210644
2024-12-11 18:40:00+00:00,31.562999725341797,31.562999725341797,31.649999618530273,31.479999542236328,31.6200008392334,152517
2024-12-11 18:45:00+00:00,31.489999771118164,31.489999771118164,31.639999389648438,31.405000686645508,31.579999923706055,124207
2024-12-11 18:50:00+00:00,31.310100555419922,31.310100555419922,31.649999618530273,31.310100555419922,31.48539924621582,195420
